"BenSampID","StationID","CollDate","StreamName","Basin","Subecoregion","CollMeth","Location","Sample Season","RepNum","FamTotTaxa","FamEPTTax","%Ephem","%PT - Hydropsychidae","Fam%Scrap","%Chiro","Fam%2Dom","FamHBI","%Ephem Score","%PT-H Score","%Chironomidae Score","Fam Richness Score","Fam EPT Score","Fam %Scraper Score","Fam %2Dom Score","Fam %MFBI Score","Fam SCI","Season","Year","Target_Count","method","limit","EcoregionCode","TotTaxa","HBI","EPTTax","%5Dom","%ClngP-HS","Richness Score","RichnessFinal","HBIScore","HBIFinal","EPT Score","EPTFinal","EPHEM","PT-H","Pct5DOM","PctClng-HS","CPMI63+CHOWAN","%Scrap","%Intoler","PctScrap","PctIntol","CPMI65-CHOWAN","ID","IRYear","CollectorID","Region","EcoRegion","County","AssessmentMethod","Reviewer","SeasonalDifferences","SummaryAssessment","FactorsWatershed","RecentChange","FinalAssessmentRating"
"SRA10044R110","6BSRA000.11",2017-10-26,"Straight Creek","Tennessee-Big Sandy","Cumberland Mountains (69d)","Riffle","Above con. with N.F. Powell River","Fall 2017",1,15,6,15.45,6.4,37.27,6.36,61.82,4.37,25.21,17.88,93.64,68.18,54.55,72.23,55.18,82.75,58.7,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRA9503R110","6BSRA003.62",2017-05-08,"Straight Creek","Tennessee-Big Sandy","Cumberland Mountains (69d)","Riffle","Above St. Charles AMD","Spring 2017",1,14,6,18.18,24.5,4.55,35.45,53.64,4.25,29.66,68.95,64.55,63.64,54.55,8.81,67,84.63,55.22,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRA10045R110","6BSRA003.62",2017-10-26,"Straight Creek","Tennessee-Big Sandy","Cumberland Mountains (69d)","Riffle","Above St. Charles AMD","Fall 2017",1,15,7,0.91,10,30,9.09,65.45,4.87,1.48,28.09,90.91,68.18,63.64,58.14,49.92,75.4,54.47,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BST9549R110","9-BST069.07",2017-05-09,"Bluestone River","New River","Cumberland Mountains (69d)","Riffle","Off Fairview St. Off Rt. 102","Spring 2017",1,12,6,40.91,7.3,18.18,23.64,43.64,4.79,66.74,20.43,76.36,54.55,54.55,35.24,81.45,76.6,58.24,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BST10118R110","9-BST069.07",2017-10-05,"Bluestone River","New River","Cumberland Mountains (69d)","Riffle","Off Fairview St. Off Rt. 102","Fall 2017",1,14,6,17.27,2.7,34.55,3.64,60.91,4.82,28.18,7.66,96.36,63.64,54.55,66.95,56.49,76.2,56.25,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CER9660R110","1ACER016.46",2017-04-18,"Cedar Run","Potomac River","Diabase and Conglomerate Uplands (64b)","Riffle","Rt. 806","Spring 2017",1,13,6,8.18,9.1,34.55,41.82,68.18,4.83,13.35,25.54,58.18,59.09,54.55,66.95,45.98,76.07,49.96,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CER10191R110","1ACER016.46",2017-08-28,"Cedar Run","Potomac River","Diabase and Conglomerate Uplands (64b)","Riffle","Rt. 806","Fall 2017",1,16,6,22.73,12.7,44.55,6.36,40.91,4.46,37.08,35.75,93.64,72.73,54.55,86.33,85.39,81.42,68.36,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CER11050R110","1ACER016.46",2018-04-10,"Cedar Run","Potomac River","Diabase and Conglomerate Uplands (64b)","Riffle","Rt. 806","Spring 2018",1,12,6,15.45,6.4,30,9.09,67.27,5.19,25.21,17.88,90.91,54.55,54.55,58.14,47.29,70.72,52.41,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CER11710R110","1ACER016.46",2018-10-24,"Cedar Run","Potomac River","Diabase and Conglomerate Uplands (64b)","Riffle","Rt. 806","Fall 2018",1,15,6,26.36,7.3,35.45,1.82,45.45,4.83,43.01,20.43,98.18,68.18,54.55,68.71,78.82,75.96,63.48,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB9662R110","1ACUB002.61",2017-03-07,"Cub Run","Potomac","Diabase and Conglomerate Uplands (64b)","Riffle","Rt. 658 (Compton Rd)","Spring 2017",1,8,3,3.64,0.9,8.18,80,86.36,5.89,5.93,2.55,20,36.36,27.27,15.86,19.71,60.43,23.51,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB10193R110","1ACUB002.61",2017-09-12,"Cub Run","Potomac","Diabase and Conglomerate Uplands (64b)","Riffle","Rt. 658 (Compton Rd)","Fall 2017",1,16,4,26.36,0,34.55,6.36,40,5.06,43.01,0,93.64,72.73,36.36,66.95,86.71,72.59,59,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB11051R110","1ACUB002.61",2018-04-09,"Cub Run","Potomac","Diabase and Conglomerate Uplands (64b)","Riffle","Rt. 658 (Compton Rd)","Spring 2018",1,7,2,0,0.9,3.64,82.73,93.64,5.95,0,2.55,17.27,31.82,18.18,7.05,9.2,59.63,18.21,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB11052R110","1ACUB002.61",2018-04-09,"Cub Run","Potomac","Diabase and Conglomerate Uplands (64b)","Riffle","Rt. 658 (Compton Rd)","Spring 2018",2,6,1,0,0,0.91,72.73,95.45,5.99,0,0,27.27,27.27,9.09,1.76,6.57,58.96,16.37,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB11711R110","1ACUB002.61",2018-10-10,"Cub Run","Potomac","Diabase and Conglomerate Uplands (64b)","Riffle","Rt. 658 (Compton Rd)","Fall 2018",1,12,3,25.45,9.1,18.18,11.82,42.73,4.98,41.52,25.54,88.18,54.55,27.27,35.24,82.76,73.8,53.61,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB9664R110","1ACUB008.60",2017-03-07,"Cub Run","Potomac","Diabase and Conglomerate Uplands (64b)","Riffle","Old Lee Road","Spring 2017",1,10,2,1.82,0,6.36,77.27,83.64,6.01,2.97,0,22.73,45.45,18.18,12.33,23.65,58.69,23,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB10194R110","1ACUB008.60",2017-09-12,"Cub Run","Potomac","Diabase and Conglomerate Uplands (64b)","Riffle","Old Lee Road","Fall 2017",1,13,5,6.36,7.3,20,35.45,52.73,6.05,10.38,20.43,64.55,59.09,45.45,38.76,68.31,58.16,45.64,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB11054R110","1ACUB008.60",2018-03-06,"Cub Run","Potomac","Diabase and Conglomerate Uplands (64b)","Riffle","Old Lee Road","Spring 2018",1,8,2,0.91,0,10,76.36,85.45,5.87,1.48,0,23.64,36.36,18.18,19.38,21.02,60.7,22.59,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB11713R110","1ACUB008.60",2018-10-09,"Cub Run","Potomac","Diabase and Conglomerate Uplands (64b)","Riffle","Old Lee Road","Fall 2018",1,15,6,15.45,1.8,30.91,20.91,49.09,5.2,25.21,5.11,79.09,68.18,54.55,59.9,73.57,70.59,54.52,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELC10002R110","1AELC004.49",2017-04-03,"Elklick Run","Potomac","Diabase and Conglomerate Uplands (64b)","Riffle","0.76 mile upstream Rt. 620","Spring 2017",1,12,2,42.73,1.8,11.82,23.64,66.36,5.25,69.7,5.11,76.36,54.55,18.18,22.9,48.61,69.79,45.65,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELC10195R110","1AELC004.49",2017-10-12,"Elklick Run","Potomac","Diabase and Conglomerate Uplands (64b)","Riffle","0.76 mile upstream Rt. 620","Fall 2017",1,15,4,8.18,11.8,25.45,22.73,42.73,5.97,13.35,33.2,77.27,68.18,36.36,49.33,82.76,59.22,52.46,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BTM9953R110","4ABTM008.98",2017-04-11,"Bottom Creek","Roanoke","Interior Plateau (66c)","Riffle","Terry Property","Spring 2017",1,14,9,80,5.5,29.09,6.36,64.55,3.83,100,15.32,93.64,63.64,81.82,56.38,51.23,90.78,69.1,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BTM10680R110","4ABTM008.98",2017-08-31,"Bottom Creek","Roanoke","Interior Plateau (66c)","Riffle","Terry Property","Fall 2017",1,16,12,50.91,16.4,38.18,6.36,55.45,4,83.05,45.97,93.64,72.73,100,74,64.37,88.24,77.75,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BTM10704R110","4ABTM008.98",2017-08-31,"Bottom Creek","Roanoke","Interior Plateau (66c)","Riffle","Terry Property","Fall 2017",2,19,14,51.82,14.5,36.36,1.82,48.18,3.93,84.53,40.86,98.18,86.36,100,70.47,74.88,89.3,80.57,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BTM10101R110","4ABTM009.25",2017-10-30,"Bottom Creek","Roanoke River","Interior Plateau (66c)","Riffle","Bottom Creek (Lower) below Poor Mountain Rd. near Bent Mountain, VA (below MVP crossing)","Fall 2017",1,20,13,26.36,35.5,17.27,11.82,32.73,3.25,43.01,99.59,88.18,90.91,100,33.47,97.21,99.2,81.45,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BTM10781R110","4ABTM009.25",2018-03-28,"Bottom Creek","Roanoke River","Interior Plateau (66c)","Riffle","Bottom Creek (Lower) below Poor Mountain Rd. near Bent Mountain, VA (below MVP crossing)","Spring 2018",1,18,11,40,8.2,12.73,27.27,50.91,4.36,65.25,22.98,72.73,81.82,100,24.67,70.94,82.89,65.16,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BTM10102R110","4ABTM010.26",2017-10-30,"Bottom Creek","Roanoke River","Interior Plateau (66c)","Riffle","Bottom Creek (Lower) above confluence near Bent Mountain, VA (above MVP crossing)","Fall 2017",1,18,12,46.36,26.4,32.73,8.18,42.73,3.21,75.63,74.06,91.82,81.82,100,63.42,82.76,99.78,83.66,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BTM10842R110","4ABTM010.26",2018-03-28,"Bottom Creek","Roanoke River","Interior Plateau (66c)","Riffle","Bottom Creek (Lower) above confluence near Bent Mountain, VA (above MVP crossing)","Spring 2018",1,14,9,65.45,5.5,16.36,12.73,64.55,4.08,100,15.32,87.27,63.64,81.82,31.71,51.23,87.03,64.75,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PNN9506R110","6CPNN000.43",2017-06-12,"Pennington Branch","Tennessee-Big Sandy","Interior Plateau (66c)","Riffle","Off Rt. 603","Spring 2017",1,21,13,34.55,34.5,10,14.55,41.82,3.49,56.35,97.04,85.45,95.45,100,19.38,84.08,95.79,79.19,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PNN10256R110","6CPNN000.43",2017-10-10,"Pennington Branch","Tennessee-Big Sandy","Interior Plateau (66c)","Riffle","Off Rt. 603","Fall 2017",1,22,16,14.55,38.2,18.18,2.73,39.09,3.63,23.73,100,97.27,100,100,35.24,88.02,93.72,79.75,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BVR11007R110","9-BVR001.70",2018-04-10,"Beaver Creek","New","Interior Plateau (66c)","Riffle","Off Rt. 705","Spring 2018",1,15,7,29.09,2.7,7.27,44.55,60,5.11,47.46,7.66,55.45,68.18,63.64,14.09,57.8,71.93,48.28,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BVR11693R110","9-BVR001.70",2018-09-12,"Beaver Creek","New","Interior Plateau (66c)","Riffle","Off Rt. 705","Fall 2018",1,16,7,20.91,2.7,30.91,7.27,56.36,5.05,34.11,7.66,92.73,72.73,63.64,59.9,63.06,72.86,58.34,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HWL11009R110","9-HWL004.86",2018-04-10,"Howell Creek","New","Interior Plateau (66c)","Riffle","Along Cox Store Rd","Spring 2018",1,17,13,47.27,20.9,17.27,17.27,46.36,3.89,77.12,58.73,82.73,77.27,100,33.47,77.51,89.85,74.59,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HWL11694R110","9-HWL004.86",2018-10-31,"Howell Creek","New","Interior Plateau (66c)","Riffle","Along Cox Store Rd","Fall 2018",1,18,12,44.55,22.7,20.91,5.45,26.36,3.8,72.67,63.84,94.55,81.82,100,40.52,100,91.18,80.57,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LVR10809R110","9-LVR005.33",2018-04-12,"Little River","New River","Interior Plateau (66c)","Riffle","Along Rt. 625","Spring 2018",1,12,6,3.64,2.7,22.73,32.73,58.18,5.35,5.93,7.66,67.27,54.55,54.55,44.05,60.43,68.45,45.36,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LVR10810R110","9-LVR005.33",2018-04-12,"Little River","New River","Interior Plateau (66c)","Riffle","Along Rt. 625","Spring 2018",2,16,7,7.27,9.1,21.82,27.27,51.82,5.1,11.86,25.54,72.73,72.73,63.64,42.28,69.63,72.06,53.81,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LVR11364R110","9-LVR005.33",2018-11-29,"Little River","New River","Interior Plateau (66c)","Riffle","Along Rt. 625","Fall 2018",1,17,9,2.73,28.2,19.09,25.45,46.36,4.34,4.45,79.16,74.55,77.27,81.82,37,77.51,83.29,64.38,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LVR11370R110","9-LVR005.33",2018-11-29,"Little River","New River","Interior Plateau (66c)","Riffle","Along Rt. 625","Fall 2018",2,18,9,7.27,10.9,28.18,27.27,48.18,4.88,11.86,30.64,72.73,81.82,81.82,54.62,74.88,75.27,60.45,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LWN9824R110","9-LWN000.98",2017-04-09,"Little Wilson Creek","New River","Interior Plateau (66c)","Riffle","Off Rt. 16","Spring 2017",1,20,11,34.55,14.5,35.45,10.91,31.82,4.05,56.35,40.86,89.09,90.91,100,68.71,98.53,87.43,78.99,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LWN9548R110","9-LWN000.98",2017-04-19,"Little Wilson Creek","New River","Interior Plateau (66c)","Riffle","Off Rt. 16","Spring 2017",2,20,12,27.27,16.4,32.73,8.18,30.91,3.78,44.49,45.97,91.82,90.91,100,63.42,99.84,91.43,78.48,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LWN10063R110","9-LWN000.98",2017-10-17,"Little Wilson Creek","New River","Interior Plateau (66c)","Riffle","Off Rt. 16","Fall 2017",1,12,8,65.45,4.5,23.64,8.18,52.73,3.95,100,12.77,91.82,54.55,72.73,45.81,68.31,89.04,66.88,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LWN10064R110","9-LWN000.98",2017-10-17,"Little Wilson Creek","New River","Interior Plateau (66c)","Riffle","Off Rt. 16","Fall 2017",2,14,9,67.27,11.8,17.27,9.09,53.64,3.81,100,33.2,90.91,63.64,81.82,33.47,67,91.04,70.13,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FEA9507R110","6CFEA001.39",2017-05-02,"Feathercamp Branch","Tennessee-Big Sandy","Limestone Valleys and Coves (66f)","Riffle","Off Rt. 58 off F.R. 90","Spring 2017",1,19,13,49.09,20,14.55,8.18,33.64,3.67,80.08,56.18,91.82,86.36,100,28.19,95.9,93.05,78.95,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FEA10057R110","6CFEA001.39",2017-11-13,"Feathercamp Branch","Tennessee-Big Sandy","Limestone Valleys and Coves (66f)","Riffle","Off Rt. 58 off F.R. 90","Fall 2017",1,23,15,22.73,33.6,22.73,4.55,32.73,3.58,37.08,94.48,95.45,100,100,44.05,97.21,94.39,82.83,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bkh10266R110","1BBKH000.03",2017-11-01,"Buckhorn Creek","Potomac-Shenandoah River","Northern Dissected Ridges (67d)","Riffle","~100m u.s. SR 250","Fall 2017",1,15,11,34.55,21.8,13.64,8.18,43.64,3.27,56.35,61.29,91.82,68.18,100,26.43,81.45,98.93,73.06,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BKH11093R110","1BBKH000.03",2018-04-10,"Buckhorn Creek","Potomac-Shenandoah River","Northern Dissected Ridges (67d)","Riffle","~100m u.s. SR 250","Spring 2018",1,16,12,6.36,24.5,2.73,12.73,65.45,4.62,10.38,68.95,87.27,72.73,100,5.29,49.92,79.14,59.21,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bkh11460R110","1BBKH000.03",2018-10-25,"Buckhorn Creek","Potomac-Shenandoah River","Northern Dissected Ridges (67d)","Riffle","~100m u.s. SR 250","Fall 2018",1,17,14,40.91,37.3,3.64,10.91,36.36,3.2,66.74,100,89.09,77.27,100,7.05,91.96,100,79.01,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bkh10267R110","1BBKH000.66",2017-11-01,"Buckhorn Creek","James","Northern Dissected Ridges (67d)","Riffle","above pipeline route","Fall 2017",1,21,14,42.73,30,9.09,6.36,40.91,3.06,69.7,84.27,93.64,95.45,100,17.62,85.39,100,80.76,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BKH11094R110","1BBKH000.66",2018-04-10,"Buckhorn Creek","James","Northern Dissected Ridges (67d)","Riffle","above pipeline route","Spring 2018",1,11,9,10.91,15.5,2.73,8.18,72.73,4.96,17.8,43.41,91.82,50,81.82,5.29,39.41,74.06,50.45,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bkh11461R110","1BBKH000.66",2018-10-25,"Buckhorn Creek","James","Northern Dissected Ridges (67d)","Riffle","above pipeline route","Fall 2018",1,15,11,45.45,39.1,7.27,9.09,40.91,3.17,74.15,100,90.91,68.18,100,14.09,85.39,100,79.09,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nth9243R110","1BNTH046.75",2016-10-24,"North River","Potomac-Shenandoah River","Northern Dissected Ridges (67d)","Riffle","FR 95 near flow gage","Fall 2016",1,11,10,48.18,20,12.73,0.91,60.91,3.69,78.6,56.18,99.09,50,90.91,24.67,56.49,92.78,68.59,"Fall",2016,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
